case_id,split,status,alignment,image,label,foreground_voxels,has_label_9,crop_retains_all_foreground
sub-011_ses-headNormal_016,labelsTr,processed,orientation_only,/home/kuanyiw/projects/rootlets/data/ds004507/sub-011/ses-headNormal/anat/sub-011_ses-headNormal_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-011_ses-headNormal_016.nii.gz,7988,True,True
sub-011_ses-headUp_017,labelsTr,processed,orientation_only,/home/kuanyiw/projects/rootlets/data/ds004507/sub-011/ses-headUp/anat/sub-011_ses-headUp_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-011_ses-headUp_017.nii.gz,7527,True,True
sub-amu01_064,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-amu01/anat/sub-amu01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-amu01_064.nii.gz,2379,True,True
sub-amu02_215,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-amu02/anat/sub-amu02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-amu02_215.nii.gz,2317,True,True
sub-amu05_216,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-amu05/anat/sub-amu05_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-amu05_216.nii.gz,1803,True,True
sub-balgrist01_218,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-balgrist01/anat/sub-balgrist01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-balgrist01_218.nii.gz,2475,True,True
sub-balgrist02_084,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-balgrist02/anat/sub-balgrist02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-balgrist02_084.nii.gz,2451,True,True
sub-balgrist03_066,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-balgrist03/anat/sub-balgrist03_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-balgrist03_066.nii.gz,2162,True,True
sub-balgrist04_071,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-balgrist04/anat/sub-balgrist04_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-balgrist04_071.nii.gz,3186,True,True
sub-balgrist06_222,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-balgrist06/anat/sub-balgrist06_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-balgrist06_222.nii.gz,2158,True,True
sub-barcelona01_212,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-barcelona01/anat/sub-barcelona01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-barcelona01_212.nii.gz,3599,True,True
sub-barcelona02_063,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-barcelona02/anat/sub-barcelona02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-barcelona02_063.nii.gz,2635,True,True
sub-barcelona03_074,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-barcelona03/anat/sub-barcelona03_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-barcelona03_074.nii.gz,3143,True,True
sub-barcelona06_214,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-barcelona06/anat/sub-barcelona06_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-barcelona06_214.nii.gz,2771,True,True
sub-brnoUhb01_085,labelsTr,processed,orientation_only,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sourcedata/sub-brnoUhb01/anat/sub-brnoUhb01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-brnoUhb01_085.nii.gz,7881,True,True
sub-brnoUhb03_209,labelsTs,processed,orientation_only,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sourcedata/sub-brnoUhb03/anat/sub-brnoUhb03_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-brnoUhb03_209.nii.gz,7558,True,True
sub-cardiff02_182,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-cardiff02/anat/sub-cardiff02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-cardiff02_182.nii.gz,2181,True,True
sub-cardiff04_172,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-cardiff04/anat/sub-cardiff04_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-cardiff04_172.nii.gz,2219,True,True
sub-cmrra02_140,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-cmrra02/anat/sub-cmrra02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-cmrra02_140.nii.gz,3051,True,True
sub-cmrra04_158,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-cmrra04/anat/sub-cmrra04_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-cmrra04_158.nii.gz,1764,True,True
sub-geneva01_253,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-geneva01/anat/sub-geneva01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-geneva01_253.nii.gz,2870,True,True
sub-mgh01_301,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-mgh01/anat/sub-mgh01_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-mgh01_301.nii.gz,2738,False,True
sub-mgh02_302,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-mgh02/anat/sub-mgh02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-mgh02_302.nii.gz,1813,True,True
sub-stanford02_303,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-stanford02/anat/sub-stanford02_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-stanford02_303.nii.gz,2688,True,True
sub-stanford05_304,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-stanford05/anat/sub-stanford05_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-stanford05_304.nii.gz,3340,True,True
sub-ucdavis03_305,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/data-multi-subject/sub-ucdavis03/anat/sub-ucdavis03_T2w.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-ucdavis03_305.nii.gz,3224,True,True
sub-18_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr18/anat/sub-sspr18_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-18_inv-1_part-mag_MP2RAGE.nii.gz,2747,True,True
sub-18_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr18/anat/sub-sspr18_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-18_inv-2_part-mag_MP2RAGE.nii.gz,2747,True,True
sub-18_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr18/anat/sub-sspr18_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-18_UNIT1.nii.gz,2747,True,True
sub-19_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr19/anat/sub-sspr19_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-19_inv-1_part-mag_MP2RAGE.nii.gz,2265,True,True
sub-19_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr19/anat/sub-sspr19_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-19_inv-2_part-mag_MP2RAGE.nii.gz,2265,True,True
sub-19_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr19/anat/sub-sspr19_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-19_UNIT1.nii.gz,2265,True,True
sub-20_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr20/anat/sub-sspr20_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-20_inv-1_part-mag_MP2RAGE.nii.gz,2641,True,True
sub-20_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr20/anat/sub-sspr20_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-20_inv-2_part-mag_MP2RAGE.nii.gz,2641,True,True
sub-20_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr20/anat/sub-sspr20_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-20_UNIT1.nii.gz,2641,True,True
sub-22_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr22/anat/sub-sspr22_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-22_inv-1_part-mag_MP2RAGE.nii.gz,2035,True,True
sub-22_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr22/anat/sub-sspr22_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-22_inv-2_part-mag_MP2RAGE.nii.gz,2035,True,True
sub-22_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr22/anat/sub-sspr22_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-22_UNIT1.nii.gz,2035,True,True
sub-23_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr23/anat/sub-sspr23_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-23_inv-1_part-mag_MP2RAGE.nii.gz,2537,True,True
sub-23_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr23/anat/sub-sspr23_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-23_inv-2_part-mag_MP2RAGE.nii.gz,2537,True,True
sub-23_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr23/anat/sub-sspr23_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-23_UNIT1.nii.gz,2537,True,True
sub-25_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr25/anat/sub-sspr25_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-25_inv-1_part-mag_MP2RAGE.nii.gz,2871,True,True
sub-25_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr25/anat/sub-sspr25_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-25_inv-2_part-mag_MP2RAGE.nii.gz,2871,True,True
sub-25_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr25/anat/sub-sspr25_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-25_UNIT1.nii.gz,2871,True,True
sub-27_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr27/anat/sub-sspr27_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-27_inv-1_part-mag_MP2RAGE.nii.gz,3107,True,True
sub-27_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr27/anat/sub-sspr27_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-27_inv-2_part-mag_MP2RAGE.nii.gz,3107,True,True
sub-27_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr27/anat/sub-sspr27_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-27_UNIT1.nii.gz,3107,True,True
sub-28_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr28/anat/sub-sspr28_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-28_inv-1_part-mag_MP2RAGE.nii.gz,2560,True,True
sub-28_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr28/anat/sub-sspr28_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-28_inv-2_part-mag_MP2RAGE.nii.gz,2560,True,True
sub-28_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr28/anat/sub-sspr28_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-28_UNIT1.nii.gz,2560,True,True
sub-29_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr29/anat/sub-sspr29_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-29_inv-1_part-mag_MP2RAGE.nii.gz,2560,True,True
sub-29_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr29/anat/sub-sspr29_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-29_inv-2_part-mag_MP2RAGE.nii.gz,2560,True,True
sub-29_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr29/anat/sub-sspr29_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-29_UNIT1.nii.gz,2560,True,True
sub-30_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr30/anat/sub-sspr30_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-30_inv-1_part-mag_MP2RAGE.nii.gz,3428,True,True
sub-30_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr30/anat/sub-sspr30_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-30_inv-2_part-mag_MP2RAGE.nii.gz,3428,True,True
sub-30_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr30/anat/sub-sspr30_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-30_UNIT1.nii.gz,3428,True,True
sub-36_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr36/anat/sub-sspr36_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-36_inv-1_part-mag_MP2RAGE.nii.gz,2723,True,True
sub-36_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr36/anat/sub-sspr36_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-36_inv-2_part-mag_MP2RAGE.nii.gz,2723,True,True
sub-36_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr36/anat/sub-sspr36_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-36_UNIT1.nii.gz,2723,True,True
sub-38_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr38/anat/sub-sspr38_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-38_inv-1_part-mag_MP2RAGE.nii.gz,1441,True,True
sub-38_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr38/anat/sub-sspr38_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-38_inv-2_part-mag_MP2RAGE.nii.gz,1441,True,True
sub-38_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr38/anat/sub-sspr38_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-38_UNIT1.nii.gz,1441,True,True
sub-39_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr39/anat/sub-sspr39_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-39_inv-1_part-mag_MP2RAGE.nii.gz,1620,True,True
sub-39_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr39/anat/sub-sspr39_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-39_inv-2_part-mag_MP2RAGE.nii.gz,1620,True,True
sub-39_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr39/anat/sub-sspr39_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-39_UNIT1.nii.gz,1620,True,True
sub-40_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr40/anat/sub-sspr40_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-40_inv-1_part-mag_MP2RAGE.nii.gz,2096,True,True
sub-40_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr40/anat/sub-sspr40_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-40_inv-2_part-mag_MP2RAGE.nii.gz,2096,True,True
sub-40_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr40/anat/sub-sspr40_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-40_UNIT1.nii.gz,2096,True,True
sub-41_inv-1_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr41/anat/sub-sspr41_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-41_inv-1_part-mag_MP2RAGE.nii.gz,3236,True,True
sub-41_inv-2_part-mag_MP2RAGE,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr41/anat/sub-sspr41_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-41_inv-2_part-mag_MP2RAGE.nii.gz,3236,True,True
sub-41_UNIT1,labelsTr,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr41/anat/sub-sspr41_UNIT1.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTr/sub-41_UNIT1.nii.gz,3236,True,True
sub-17_inv-1_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr17/anat/sub-sspr17_inv-1_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-17_inv-1_part-mag_MP2RAGE.nii.gz,3784,True,True
sub-17_inv-2_part-mag_MP2RAGE,labelsTs,processed,exact,/home/kuanyiw/projects/rootlets/data/hc-leipzig-7t-mp2rage/sub-sspr17/anat/sub-sspr17_inv-2_part-mag_MP2RAGE.nii.gz,/home/kuanyiw/projects/rootlets/data/Rootlets-train-test-labels/labelsTs/sub-17_inv-2_part-mag_MP2RAGE.nii.gz,3784,True,True
